symbol,description,path,trade_mode,digits,spread,trade_contract_size,trade_currency,quote_currency,margin_currency,is_visible
AVTR.NYSE,"Avantor, Inc",Stock CFD's\NYSE\AVTR.NYSE,4,3,0,1.0,USD,USD,USD,False
JEF.NYSE,Jefferies Financial Group Inc,Stock CFD's\NYSE\JEF.NYSE,4,3,0,1.0,USD,USD,USD,False
AEO.NYSE,American Eagle Outfitters,Stock CFD's\NYSE\AEO.NYSE,4,3,0,1.0,USD,USD,USD,False
HR.NYSE,Healthcare Realty Trust Inc,Stock CFD's\NYSE\HR.NYSE,4,3,0,1.0,USD,USD,USD,False
CMC.NYSE,Commercial Metals Co,Stock CFD's\NYSE\CMC.NYSE,4,3,0,1.0,USD,USD,USD,False
BXMT.NYSE,Blackstone Mortgage Trust Inc,Stock CFD's\NYSE\BXMT.NYSE,4,3,0,1.0,USD,USD,USD,False
TRGP.NYSE,Targa Resources Corp,Stock CFD's\NYSE\TRGP.NYSE,4,3,0,1.0,USD,USD,USD,False
AA.NYSE,Alcoa Corp,Stock CFD's\NYSE\AA.NYSE,4,3,0,1.0,USD,USD,USD,False
TMHC.NYSE,Taylor Morrison Home Corp,Stock CFD's\NYSE\TMHC.NYSE,4,3,0,1.0,USD,USD,USD,False
LRN.NYSE,Stride Inc,Stock CFD's\NYSE\LRN.NYSE,4,3,0,1.0,USD,USD,USD,False
JBGS.NYSE,JBG SMITH Properties,Stock CFD's\NYSE\JBGS.NYSE,4,3,0,1.0,USD,USD,USD,False
DEI.NYSE,Douglas Emmett Inc,Stock CFD's\NYSE\DEI.NYSE,4,3,0,1.0,USD,USD,USD,False
AAT.NYSE,American Assets Trust Inc,Stock CFD's\NYSE\AAT.NYSE,4,3,0,1.0,USD,USD,USD,False
ASAN.NYSE,Asana Inc,Stock CFD's\NYSE\ASAN.NYSE,4,3,0,1.0,USD,USD,USD,False
AMH.NYSE,American Homes 4 Rent,Stock CFD's\NYSE\AMH.NYSE,4,3,0,1.0,USD,USD,USD,False
MMI.NYSE,Marcus & Millichap Inc,Stock CFD's\NYSE\MMI.NYSE,3,3,0,1.0,USD,USD,USD,False
STAG.NYSE,STAG Industrial Inc,Stock CFD's\NYSE\STAG.NYSE,4,3,0,1.0,USD,USD,USD,False
CUZ.NYSE,Cousins Properties Inc,Stock CFD's\NYSE\CUZ.NYSE,4,3,0,1.0,USD,USD,USD,False
UNFI.NYSE,United Natural Foods Inc,Stock CFD's\NYSE\UNFI.NYSE,4,2,0,1.0,USD,USD,USD,False
ANF.NYSE,Abercrombie,Stock CFD's\NYSE\ANF.NYSE,4,3,0,1.0,USD,USD,USD,False
JMIA.NYSE,Jumia Technologies AG,Stock CFD's\NYSE\JMIA.NYSE,4,3,0,1.0,USD,USD,USD,False
KBR.NYSE,KBR Inc,Stock CFD's\NYSE\KBR.NYSE,4,3,0,1.0,USD,USD,USD,False
OMI.NYSE,Owens & Minor Inc,Stock CFD's\NYSE\OMI.NYSE,4,3,0,1.0,USD,USD,USD,False
HGV.NYSE,Hilton Grand Vacations,Stock CFD's\NYSE\HGV.NYSE,4,3,0,1.0,USD,USD,USD,False
PLT.NYSE,Plantronics Inc,Stock CFD's\NYSE\PLT.NYSE,4,3,0,1.0,USD,USD,USD,False
NIO.NYSE,NIO Inc.,Stock CFD's\NYSE\NIO.NYSE,4,3,0,1.0,USD,USD,USD,False
BTI.NYSE,British American Tobacco PLC,Stock CFD's\NYSE\BTI.NYSE,4,3,0,1.0,USD,USD,USD,False
USFD.NYSE,US Foods Holding Corp,Stock CFD's\NYSE\USFD.NYSE,3,3,0,1.0,USD,USD,USD,False
OHI.NYSE,Omega Healthcare Investors Inc,Stock CFD's\NYSE\OHI.NYSE,4,3,0,1.0,USD,USD,USD,False
NCR.NYSE,NCR,Stock CFD's\NYSE\NCR.NYSE,3,3,0,1.0,USD,USD,USD,False
ARMK.NYSE,Aramark Corp,Stock CFD's\NYSE\ARMK.NYSE,4,3,0,1.0,USD,USD,USD,False
GVA.NYSE,Granite Construction Inc,Stock CFD's\NYSE\GVA.NYSE,3,3,0,1.0,USD,USD,USD,False
EPC.NYSE,Edgewell Personal Care Co,Stock CFD's\NYSE\EPC.NYSE,4,3,0,1.0,USD,USD,USD,False
CUBE.NYSE,CubeSmart,Stock CFD's\NYSE\CUBE.NYSE,4,3,0,1.0,USD,USD,USD,False
COLD.NYSE,AmeriCold Realty Trust,Stock CFD's\NYSE\COLD.NYSE,3,3,0,1.0,USD,USD,USD,False
TX.NYSE,Ternium SA,Stock CFD's\NYSE\TX.NYSE,4,3,0,1.0,USD,USD,USD,False
OLN.NYSE,Olin Corp,Stock CFD's\NYSE\OLN.NYSE,4,3,0,1.0,USD,USD,USD,False
ATGE.NYSE,Adtalem Global Education Inc,Stock CFD's\NYSE\ATGE.NYSE,4,3,0,1.0,USD,USD,USD,False
TDC.NYSE,Teradata,Stock CFD's\NYSE\TDC.NYSE,4,3,0,1.0,USD,USD,USD,False
YELP.NYSE,Yelp,Stock CFD's\NYSE\YELP.NYSE,3,3,0,1.0,USD,USD,USD,False
HOG.NYSE,Harley Davidson,Stock CFD's\NYSE\HOG.NYSE,4,3,0,1.0,USD,USD,USD,False
NSA.NYSE,National Storage Affiliates Trust,Stock CFD's\NYSE\NSA.NYSE,4,3,0,1.0,USD,USD,USD,False
MAIN.NYSE,Main Street Capital Corp,Stock CFD's\NYSE\MAIN.NYSE,3,3,0,1.0,USD,USD,USD,False
RMAX.NYSE,RE/MAX Holdings Inc,Stock CFD's\NYSE\RMAX.NYSE,4,3,0,1.0,USD,USD,USD,False
PD.NYSE,PagerDuty Inc,Stock CFD's\NYSE\PD.NYSE,4,3,0,1.0,USD,USD,USD,False
UGI.NYSE,UGI Corp,Stock CFD's\NYSE\UGI.NYSE,4,3,0,1.0,USD,USD,USD,False
KMT.NYSE,Kennametal Inc,Stock CFD's\NYSE\KMT.NYSE,4,3,0,1.0,USD,USD,USD,False
VVI.NYSE,Viad Corp,Stock CFD's\NYSE\VVI.NYSE,4,3,0,1.0,USD,USD,USD,False
JOE.NYSE,St Joe Co/The,Stock CFD's\NYSE\JOE.NYSE,4,3,0,1.0,USD,USD,USD,False
PRG.NYSE,PROG Holdings Inc,Stock CFD's\NYSE\PRG.NYSE,4,3,0,1.0,USD,USD,USD,False
HIW.NYSE,Highwoods Properties Inc,Stock CFD's\NYSE\HIW.NYSE,4,3,0,1.0,USD,USD,USD,False
LTC.NYSE,LTC Properties Inc,Stock CFD's\NYSE\LTC.NYSE,4,3,0,1.0,USD,USD,USD,False
BDC.NYSE,Belden Inc,Stock CFD's\NYSE\BDC.NYSE,4,3,0,1.0,USD,USD,USD,False
HLF.NYSE,Herbalife Ltd,Stock CFD's\NYSE\HLF.NYSE,3,3,0,1.0,USD,USD,USD,False
BAM.NYSE,Brookfield Asset Management Inc,Stock CFD's\NYSE\BAM.NYSE,3,3,0,1.0,USD,USD,USD,False
NNN.NYSE,National Retail Properties Inc,Stock CFD's\NYSE\NNN.NYSE,4,3,0,1.0,USD,USD,USD,False
BJ.NYSE,"BJ's Wholesale Club Holdings, Inc.",Stock CFD's\NYSE\BJ.NYSE,4,3,0,1.0,USD,USD,USD,False
LAZ.NYSE,Lazard Ltd,Stock CFD's\NYSE\LAZ.NYSE,4,3,0,1.0,USD,USD,USD,False
FR.NYSE,First Industrial Realty Trust,Stock CFD's\NYSE\FR.NYSE,4,3,0,1.0,USD,USD,USD,False
AJRD.NYSE,Aerojet Rocketdyne Holdings Inc,Stock CFD's\NYSE\AJRD.NYSE,4,3,0,1.0,USD,USD,USD,False
ENR.NYSE,Energizer Holdings Inc,Stock CFD's\NYSE\ENR.NYSE,4,3,0,1.0,USD,USD,USD,False
RVLV.NYSE,Revolve Group Inc,Stock CFD's\NYSE\RVLV.NYSE,4,3,0,1.0,USD,USD,USD,False
GDOT.NYSE,Green Dot Corp,Stock CFD's\NYSE\GDOT.NYSE,4,3,0,1.0,USD,USD,USD,False
PAGS.NYSE,Pagseguro Digital LTD,Stock CFD's\NYSE\PAGS.NYSE,4,3,0,1.0,USD,USD,USD,False
ESNT.NYSE,Essent Group Ltd,Stock CFD's\NYSE\ESNT.NYSE,3,3,0,1.0,USD,USD,USD,False
AMRC.NYSE,Ameresco Inc,Stock CFD's\NYSE\AMRC.NYSE,4,3,0,1.0,USD,USD,USD,False
SPR.NYSE,Spirit Aerosystems Holdings In,Stock CFD's\NYSE\SPR.NYSE,3,3,0,1.0,USD,USD,USD,False
KBH.NYSE,KB Home,Stock CFD's\NYSE\KBH.NYSE,4,3,0,1.0,USD,USD,USD,False
EPR.NYSE,EPR Properties,Stock CFD's\NYSE\EPR.NYSE,4,3,0,1.0,USD,USD,USD,False
NYT.NYSE,New York Times,Stock CFD's\NYSE\NYT.NYSE,3,3,0,1.0,USD,USD,USD,False
SAH.NYSE,Sonic Automotive Inc,Stock CFD's\NYSE\SAH.NYSE,4,3,0,1.0,USD,USD,USD,False
KNX.NYSE,Knight-Swift Transportation Co,Stock CFD's\NYSE\KNX.NYSE,4,3,0,1.0,USD,USD,USD,False
CPRI.NYSE,Capri Holdings Ltd,Stock CFD's\NYSE\CPRI.NYSE,4,3,0,1.0,USD,USD,USD,False
THC.NYSE,Tenet Healthcare,Stock CFD's\NYSE\THC.NYSE,4,3,0,1.0,USD,USD,USD,False
ABM.NYSE,ABM Industries Inc,Stock CFD's\NYSE\ABM.NYSE,4,3,0,1.0,USD,USD,USD,False
SCI.NYSE,Service Corp International/US,Stock CFD's\NYSE\SCI.NYSE,4,3,0,1.0,USD,USD,USD,False
NUS.NYSE,Nu Skin Enterprises Inc,Stock CFD's\NYSE\NUS.NYSE,3,3,0,1.0,USD,USD,USD,False
REXR.NYSE,Rexford Industrial Realty Inc,Stock CFD's\NYSE\REXR.NYSE,4,3,0,1.0,USD,USD,USD,False
THS.NYSE,TreeHouse Foods Inc,Stock CFD's\NYSE\THS.NYSE,4,3,0,1.0,USD,USD,USD,False
JBL.NYSE,Jabil Circuit,Stock CFD's\NYSE\JBL.NYSE,4,3,0,1.0,USD,USD,USD,False
HASI.NYSE,Hannon Armstrong Sustainable Infrastructure Capital Inc,Stock CFD's\NYSE\HASI.NYSE,3,3,0,1.0,USD,USD,USD,False
BIP.NYSE,Brookfield Infrastructure Partners LP (US),Stock CFD's\NYSE\BIP.NYSE,3,3,0,1.0,USD,USD,USD,False
CIEN.NYSE,Ciena,Stock CFD's\NYSE\CIEN.NYSE,4,3,0,1.0,USD,USD,USD,False
HXL.NYSE,Hexcel Corp,Stock CFD's\NYSE\HXL.NYSE,4,3,0,1.0,USD,USD,USD,False
GEF.NYSE,Greif Inc - A,Stock CFD's\NYSE\GEF.NYSE,3,3,0,1.0,USD,USD,USD,False
PFGC.NYSE,Performance Food Group Co,Stock CFD's\NYSE\PFGC.NYSE,4,3,0,1.0,USD,USD,USD,False
FAF.NYSE,First American Financial Corp,Stock CFD's\NYSE\FAF.NYSE,4,3,0,1.0,USD,USD,USD,False
DCI.NYSE,Donaldson Co Inc,Stock CFD's\NYSE\DCI.NYSE,4,3,0,1.0,USD,USD,USD,False
UVV.NYSE,Universal Corp/VA,Stock CFD's\NYSE\UVV.NYSE,4,3,0,1.0,USD,USD,USD,False
TOL.NYSE,Toll Brothers Inc,Stock CFD's\NYSE\TOL.NYSE,4,3,0,1.0,USD,USD,USD,False
AER.NYSE,AerCap Holdings NV,Stock CFD's\NYSE\AER.NYSE,4,3,0,1.0,USD,USD,USD,False
LPX.NYSE,Louisiana-Pacific Corp,Stock CFD's\NYSE\LPX.NYSE,4,3,0,1.0,USD,USD,USD,False
TRNO.NYSE,Terreno Realty Corp,Stock CFD's\NYSE\TRNO.NYSE,3,3,0,1.0,USD,USD,USD,False
KSS.NYSE,Kohl's Corporation,Stock CFD's\NYSE\KSS.NYSE,1,3,0,1.0,USD,USD,USD,False
XEC.NYSE,Cimarex Energy Co,Stock CFD's\NYSE\XEC.NYSE,3,3,0,1.0,USD,USD,USD,False
BYD.NYSE,Boyd Gaming Corp,Stock CFD's\NYSE\BYD.NYSE,4,3,0,1.0,USD,USD,USD,False
GMED.NYSE,Globus Medical Inc,Stock CFD's\NYSE\GMED.NYSE,3,3,0,1.0,USD,USD,USD,False
BUD.NYSE,Anheuser Busch Inbev SA,Stock CFD's\NYSE\BUD.NYSE,4,3,0,1.0,USD,USD,USD,False
SON.NYSE,Sonoco Products Co,Stock CFD's\NYSE\SON.NYSE,4,3,0,1.0,USD,USD,USD,False
BOOT.NYSE,Boot Barn Holdings,Stock CFD's\NYSE\BOOT.NYSE,4,3,0,1.0,USD,USD,USD,False
ACM.NYSE,AECOM Technology Corp,Stock CFD's\NYSE\ACM.NYSE,4,3,0,1.0,USD,USD,USD,False
KRC.NYSE,Kilroy Realty Corp,Stock CFD's\NYSE\KRC.NYSE,4,3,0,1.0,USD,USD,USD,False
ADC.NYSE,Agree Realty Corp,Stock CFD's\NYSE\ADC.NYSE,4,3,0,1.0,USD,USD,USD,False
EAT.NYSE,Brinker International Inc,Stock CFD's\NYSE\EAT.NYSE,4,3,0,1.0,USD,USD,USD,False
UHT.NYSE,Universal Health Realty Income,Stock CFD's\NYSE\UHT.NYSE,4,3,0,1.0,USD,USD,USD,False
ONTO.NYSE,ONTO Innovation Inc,Stock CFD's\NYSE\ONTO.NYSE,3,3,0,1.0,USD,USD,USD,False
CUB.NYSE,Cubic Corp,Stock CFD's\NYSE\CUB.NYSE,4,3,0,1.0,USD,USD,USD,False
YETI.NYSE,YETI Holdings Inc,Stock CFD's\NYSE\YETI.NYSE,3,3,0,1.0,USD,USD,USD,False
ORA.NYSE,Ormat Technologies Inc,Stock CFD's\NYSE\ORA.NYSE,4,3,0,1.0,USD,USD,USD,False
R.NYSE,Ryder System Inc,Stock CFD's\NYSE\R.NYSE,4,3,0,1.0,USD,USD,USD,False
SXT.NYSE,Sensient Technologies Corp,Stock CFD's\NYSE\SXT.NYSE,3,3,0,1.0,USD,USD,USD,False
GKOS.NYSE,Glaukos Corp,Stock CFD's\NYSE\GKOS.NYSE,4,3,0,1.0,USD,USD,USD,False
BCO.NYSE,Brink's Co/The,Stock CFD's\NYSE\BCO.NYSE,4,3,0,1.0,USD,USD,USD,False
PAG.NYSE,Penske Automotive Group Inc,Stock CFD's\NYSE\PAG.NYSE,4,3,0,1.0,USD,USD,USD,False
EHC.NYSE,Encompass Health Corp,Stock CFD's\NYSE\EHC.NYSE,4,3,0,1.0,USD,USD,USD,False
DKS.NYSE,Dick's Sporting Goods Inc,Stock CFD's\NYSE\DKS.NYSE,4,3,0,1.0,USD,USD,USD,False
EBS.NYSE,Emergent Biosolutions Inc,Stock CFD's\NYSE\EBS.NYSE,4,3,0,1.0,USD,USD,USD,False
CHWY.NYSE,"Chewy, Inc.",Stock CFD's\NYSE\CHWY.NYSE,4,3,0,1.0,USD,USD,USD,False
WGO.NYSE,Winnebago Industries Inc,Stock CFD's\NYSE\WGO.NYSE,4,3,0,1.0,USD,USD,USD,False
CPA.NYSE,Copa Holdings SA,Stock CFD's\NYSE\CPA.NYSE,4,3,0,1.0,USD,USD,USD,False
PLNT.NYSE,Planet Fitness Inc,Stock CFD's\NYSE\PLNT.NYSE,3,3,0,1.0,USD,USD,USD,False
GIB.NYSE,CGI Group Inc (US),Stock CFD's\NYSE\GIB.NYSE,4,3,0,1.0,USD,USD,USD,False
NSP.NYSE,Insperity Inc,Stock CFD's\NYSE\NSP.NYSE,4,3,0,1.0,USD,USD,USD,False
H.NYSE,Hyatt Hotels,Stock CFD's\NYSE\H.NYSE,3,3,0,1.0,USD,USD,USD,False
AIN.NYSE,Albany International Corp,Stock CFD's\NYSE\AIN.NYSE,3,3,0,1.0,USD,USD,USD,False
WCC.NYSE,WESCO International Inc,Stock CFD's\NYSE\WCC.NYSE,4,3,0,1.0,USD,USD,USD,False
NVS.NYSE,Novartis AG - ADR,Stock CFD's\NYSE\NVS.NYSE,4,3,0,1.0,USD,USD,USD,False
CHGG.NYSE,Chegg Inc,Stock CFD's\NYSE\CHGG.NYSE,4,3,0,1.0,USD,USD,USD,False
SPB.NYSE,Spectrum Brands Holdings Inc,Stock CFD's\NYSE\SPB.NYSE,4,3,0,1.0,USD,USD,USD,False
DIN.NYSE,DineEquity Inc,Stock CFD's\NYSE\DIN.NYSE,4,3,0,1.0,USD,USD,USD,False
ASH.NYSE,Ashland,Stock CFD's\NYSE\ASH.NYSE,3,3,0,1.0,USD,USD,USD,False
INGR.NYSE,Ingredion Inc,Stock CFD's\NYSE\INGR.NYSE,4,3,0,1.0,USD,USD,USD,False
AN.NYSE,AutoNation,Stock CFD's\NYSE\AN.NYSE,4,3,0,1.0,USD,USD,USD,False
LMND.NYSE,Lemonade Inc,Stock CFD's\NYSE\LMND.NYSE,4,3,0,1.0,USD,USD,USD,False
DELL.NYSE,Dell Technologies Inc,Stock CFD's\NYSE\DELL.NYSE,4,3,0,1.0,USD,USD,USD,False
CRI.NYSE,Carter's Inc,Stock CFD's\NYSE\CRI.NYSE,4,3,0,1.0,USD,USD,USD,False
MTH.NYSE,Meritage Homes Corp,Stock CFD's\NYSE\MTH.NYSE,4,3,0,1.0,USD,USD,USD,False
ENS.NYSE,EnerSys Inc,Stock CFD's\NYSE\ENS.NYSE,3,3,0,1.0,USD,USD,USD,False
NBR.NYSE,Nabors Indust,Stock CFD's\NYSE\NBR.NYSE,4,5,0,1.0,USD,USD,USD,False
ATHM.NYSE,Autohome Inc,Stock CFD's\NYSE\ATHM.NYSE,3,3,0,1.0,USD,USD,USD,False
MTZ.NYSE,MasTec Inc,Stock CFD's\NYSE\MTZ.NYSE,4,3,0,1.0,USD,USD,USD,False
BMI.NYSE,Badger Meter Inc,Stock CFD's\NYSE\BMI.NYSE,4,3,0,1.0,USD,USD,USD,False
DDS.NYSE,Dillard's,Stock CFD's\NYSE\DDS.NYSE,4,3,0,1.0,USD,USD,USD,False
BC.NYSE,Brunswick Corp/DE,Stock CFD's\NYSE\BC.NYSE,4,3,0,1.0,USD,USD,USD,False
U.NYSE,Unity Software Inc,Stock CFD's\NYSE\U.NYSE,4,3,0,1.0,USD,USD,USD,False
IDA.NYSE,IDACORP Inc,Stock CFD's\NYSE\IDA.NYSE,4,3,0,1.0,USD,USD,USD,False
USNA.NYSE,USANA Health Sciences Inc,Stock CFD's\NYSE\USNA.NYSE,4,3,0,1.0,USD,USD,USD,False
QTWO.NYSE,Q2 Holdings Inc,Stock CFD's\NYSE\QTWO.NYSE,3,3,0,1.0,USD,USD,USD,False
ARW.NYSE,Arrow Electronics Inc,Stock CFD's\NYSE\ARW.NYSE,4,3,0,1.0,USD,USD,USD,False
HAE.NYSE,Haemonetics Corp,Stock CFD's\NYSE\HAE.NYSE,3,3,0,1.0,USD,USD,USD,False
EME.NYSE,EMCOR Group Inc,Stock CFD's\NYSE\EME.NYSE,4,3,0,1.0,USD,USD,USD,False
SHAK.NYSE,Shake Shack Inc,Stock CFD's\NYSE\SHAK.NYSE,4,3,0,1.0,USD,USD,USD,False
AFG.NYSE,American Financial Group Inc/O,Stock CFD's\NYSE\AFG.NYSE,4,3,0,1.0,USD,USD,USD,False
IBP.NYSE,Installed Building Products Inc,Stock CFD's\NYSE\IBP.NYSE,3,3,0,1.0,USD,USD,USD,False
OSK.NYSE,Oshkosh Corp,Stock CFD's\NYSE\OSK.NYSE,4,3,0,1.0,USD,USD,USD,False
SNX.NYSE,SYNNEX Corp,Stock CFD's\NYSE\SNX.NYSE,4,3,0,1.0,USD,USD,USD,False
RL.NYSE,Ralph Lauren Corp,Stock CFD's\NYSE\RL.NYSE,3,3,0,1.0,USD,USD,USD,False
RGA.NYSE,Reinsurance Group of America Inc,Stock CFD's\NYSE\RGA.NYSE,4,3,0,1.0,USD,USD,USD,False
CNMD.NYSE,CONMED Corp,Stock CFD's\NYSE\CNMD.NYSE,3,2,0,1.0,USD,USD,USD,False
THG.NYSE,Hanover Insurance Group Inc/Th,Stock CFD's\NYSE\THG.NYSE,4,3,0,1.0,USD,USD,USD,False
THO.NYSE,Thor Industries Inc,Stock CFD's\NYSE\THO.NYSE,4,3,0,1.0,USD,USD,USD,False
PII.NYSE,Polaris,Stock CFD's\NYSE\PII.NYSE,4,3,0,1.0,USD,USD,USD,False
FCN.NYSE,FTI Consulting Inc,Stock CFD's\NYSE\FCN.NYSE,4,3,0,1.0,USD,USD,USD,False
MUSA.NYSE,Murphy USA Inc,Stock CFD's\NYSE\MUSA.NYSE,4,3,0,1.0,USD,USD,USD,False
AGCO.NYSE,AGCO Corp,Stock CFD's\NYSE\AGCO.NYSE,3,3,0,1.0,USD,USD,USD,False
EGP.NYSE,EastGroup Properties Inc,Stock CFD's\NYSE\EGP.NYSE,4,3,0,1.0,USD,USD,USD,False
AMG.NYSE,Affiliated Managers Group Inc,Stock CFD's\NYSE\AMG.NYSE,4,3,0,1.0,USD,USD,USD,False
RS.NYSE,Reliance Steel & Aluminum Co,Stock CFD's\NYSE\RS.NYSE,4,3,0,1.0,USD,USD,USD,False
GPI.NYSE,Group 1 Automotive Inc,Stock CFD's\NYSE\GPI.NYSE,4,3,0,1.0,USD,USD,USD,False
RNR.NYSE,RenaissanceRe Holdings Ltd,Stock CFD's\NYSE\RNR.NYSE,4,3,0,1.0,USD,USD,USD,False
AYI.NYSE,Acuity Brands Inc,Stock CFD's\NYSE\AYI.NYSE,4,3,0,1.0,USD,USD,USD,False
VAC.NYSE,Marriott Vacations Worldwide C,Stock CFD's\NYSE\VAC.NYSE,3,3,0,1.0,USD,USD,USD,False
WSM.NYSE,Williams-Sonoma Inc,Stock CFD's\NYSE\WSM.NYSE,4,3,0,1.0,USD,USD,USD,False
JLL.NYSE,Jones Lang LaSalle Inc,Stock CFD's\NYSE\JLL.NYSE,4,3,0,1.0,USD,USD,USD,False
LEA.NYSE,Lear Corp,Stock CFD's\NYSE\LEA.NYSE,3,3,0,1.0,USD,USD,USD,False
MSGS.NYSE,Madison Square Garden Sport Corp,Stock CFD's\NYSE\MSGS.NYSE,4,2,0,1.0,USD,USD,USD,False
HUBB.NYSE,Hubbell Inc,Stock CFD's\NYSE\HUBB.NYSE,4,3,0,1.0,USD,USD,USD,False
IIPR.NYSE,Innovative Industrial Properties Inc,Stock CFD's\NYSE\IIPR.NYSE,4,3,0,1.0,USD,USD,USD,False
INSP.NYSE,Inspire Medical Systems Inc,Stock CFD's\NYSE\INSP.NYSE,4,3,0,1.0,USD,USD,USD,False
WEX.NYSE,WEX Inc,Stock CFD's\NYSE\WEX.NYSE,4,3,0,1.0,USD,USD,USD,False
MED.NYSE,Medifast Inc,Stock CFD's\NYSE\MED.NYSE,4,3,0,1.0,USD,USD,USD,False
FVRR.NYSE,Fiverr International Ltd.,Stock CFD's\NYSE\FVRR.NYSE,4,3,0,1.0,USD,USD,USD,False
VEEV.NYSE,Veeva Systems Inc,Stock CFD's\NYSE\VEEV.NYSE,4,3,0,1.0,USD,USD,USD,False
WSO.NYSE,Watsco Inc,Stock CFD's\NYSE\WSO.NYSE,4,3,0,1.0,USD,USD,USD,False
PEN.NYSE,Penumbra Inc,Stock CFD's\NYSE\PEN.NYSE,3,3,0,1.0,USD,USD,USD,False
ALX.NYSE,Alexander's Inc,Stock CFD's\NYSE\ALX.NYSE,4,3,0,1.0,USD,USD,USD,False
RNG.NYSE,RingCentral Inc,Stock CFD's\NYSE\RNG.NYSE,4,3,0,1.0,USD,USD,USD,False
BURL.NYSE,Burlington Stores Inc,Stock CFD's\NYSE\BURL.NYSE,4,3,0,1.0,USD,USD,USD,False
DECK.NYSE,Deckers Outdoor Corp,Stock CFD's\NYSE\DECK.NYSE,4,2,0,1.0,USD,USD,USD,False
CHE.NYSE,Chemed Corp,Stock CFD's\NYSE\CHE.NYSE,4,3,0,1.0,USD,USD,USD,False
GHC.NYSE,Graham Holdings Co,Stock CFD's\NYSE\GHC.NYSE,4,3,0,1.0,USD,USD,USD,False
MAN.NYSE,ManpowerGroup Inc.,Stock CFD's\NYSE\MAN.NYSE,4,3,0,1.0,USD,USD,USD,False
MAC.NYSE,Macerich Co,Stock CFD's\NYSE\MAC.NYSE,4,3,0,1.0,USD,USD,USD,False
TAL.NYSE,TAL Education Group,Stock CFD's\NYSE\TAL.NYSE,4,3,0,1.0,USD,USD,USD,False
DBRG.NYSE,DigitalBridge Group Inc,Stock CFD's\NYSE\DBRG.NYSE,4,3,0,1.0,USD,USD,USD,False
ADX.NYSE,Adams Express Co,Stock CFD's\NYSE\ADX.NYSE,4,3,0,1.0,USD,USD,USD,False
ADNT.NYSE,Adient PLC,Stock CFD's\NYSE\ADNT.NYSE,4,3,0,1.0,USD,USD,USD,False
ASIX.NYSE,AdvanSix Inc.,Stock CFD's\NYSE\ASIX.NYSE,3,3,0,1.0,USD,USD,USD,False
WMS.NYSE,Advanced Drainage Systems Inc,Stock CFD's\NYSE\WMS.NYSE,3,3,0,1.0,USD,USD,USD,False
AVK.NYSE,Advent Claymore Convertible Securities and Income Fund,Stock CFD's\NYSE\AVK.NYSE,1,3,0,1.0,USD,USD,USD,False
AEG.NYSE,Aegon NV,Stock CFD's\NYSE\AEG.NYSE,4,3,0,1.0,USD,USD,USD,False
AENZ.NYSE,Aenza SAA,Stock CFD's\NYSE\AENZ.NYSE,4,3,0,1.0,USD,USD,USD,False
AEM.NYSE,Agnico Eagle Mines Ltd (US),Stock CFD's\NYSE\AEM.NYSE,4,3,0,1.0,USD,USD,USD,False
AMR.NYSE,Alpha Metallurgi,Stock CFD's\NYSE\AMR.NYSE,3,3,0,1.0,USD,USD,USD,False
PINE.NYSE,Alpine Income Property Trust Inc,Stock CFD's\NYSE\PINE.NYSE,4,3,0,1.0,USD,USD,USD,False
ALTG.NYSE,Alta Equipment Group Inc,Stock CFD's\NYSE\ALTG.NYSE,3,3,0,1.0,USD,USD,USD,False
AXS.NYSE,Axis Capital Holdings Ltd,Stock CFD's\NYSE\AXS.NYSE,4,3,0,1.0,USD,USD,USD,False
BBW.NYSE,Build-A-Bear Workshop Inc,Stock CFD's\NYSE\BBW.NYSE,4,3,0,1.0,USD,USD,USD,False
CNHI.NYSE,CNH Industrial (US),Stock CFD's\NYSE\CNHI.NYSE,3,3,0,1.0,USD,USD,USD,False
CWT.NYSE,California Water Service Group,Stock CFD's\NYSE\CWT.NYSE,4,3,0,1.0,USD,USD,USD,False
STK.NYSE,Columbia Seligman Premium Technology Growth Fund Inc,Stock CFD's\NYSE\STK.NYSE,4,3,0,1.0,USD,USD,USD,False
CBU.NYSE,Community Bank System Inc,Stock CFD's\NYSE\CBU.NYSE,4,3,0,1.0,USD,USD,USD,False
CW.NYSE,Curtiss-Wright Corp,Stock CFD's\NYSE\CW.NYSE,3,3,0,1.0,USD,USD,USD,False
FHN.NYSE,First Horizon,Stock CFD's\NYSE\FHN.NYSE,4,3,0,1.0,USD,USD,USD,False
GME.NYSE,GameStop,Stock CFD's\NYSE\GME.NYSE,4,3,0,1.0,USD,USD,USD,False
GNK.NYSE,Genco Shipping & Trading Ltd,Stock CFD's\NYSE\GNK.NYSE,3,3,0,1.0,USD,USD,USD,False
GSK.NYSE,GlaxoSmithKline (US),Stock CFD's\NYSE\GSK.NYSE,4,3,0,1.0,USD,USD,USD,False
KEN.NYSE,Kenon Holdings Ltd,Stock CFD's\NYSE\KEN.NYSE,4,3,0,1.0,USD,USD,USD,False
LXU.NYSE,LSB Industries Inc,Stock CFD's\NYSE\LXU.NYSE,4,3,0,1.0,USD,USD,USD,False
LU.NYSE,Lufax Holding Ltd,Stock CFD's\NYSE\LU.NYSE,4,3,0,1.0,USD,USD,USD,False
PBT.NYSE,Permian Basin Royalty Trust,Stock CFD's\NYSE\PBT.NYSE,4,3,0,1.0,USD,USD,USD,False
