ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id
1066141472,1304871502,2025-11-06 08:27:13,1762417633872,0,1,0,1304673666,1,0.01,0.80926,0.0,0.0,-0.06,0.0,USDCHF,,
1066141473,1304871503,2025-11-06 08:27:13,1762417633873,0,1,0,1304777665,1,0.01,153.906,0.0,0.0,-0.34,0.0,USDJPY,,
1066141474,1304871504,2025-11-06 08:27:13,1762417633873,1,1,0,1304836144,1,0.01,3465.16,0.0,0.0,0.58,0.0,XAUEUR,,
1066141475,1304871505,2025-11-06 08:27:13,1762417633873,1,1,0,1304838010,1,0.01,3053.6,0.0,0.0,0.0,0.0,XAUGBP,,
1066141476,1304871506,2025-11-06 08:27:13,1762417633873,1,1,0,1304865387,1,0.01,3053.6,0.0,0.0,2.17,0.0,XAUGBP,,
1066141486,1304871516,2025-11-06 08:27:14,1762417634374,1,1,0,1304866735,1,0.01,3053.6,0.0,0.0,2.48,0.0,XAUGBP,,
1066143116,1304873352,2025-11-06 08:28:38,1762417718359,1,0,0,1304873352,3,0.01,87.109,0.0,0.0,0.0,0.0,NZDJPY,MACD_Volatility_,
1066143128,1304873367,2025-11-06 08:28:39,1762417719785,0,0,0,1304873367,3,0.01,2.03346,0.0,0.0,0.0,0.0,EURNZD,MACD_Volatility_,
1066143602,1304873927,2025-11-06 08:29:06,1762417746274,1,0,0,1304873927,3,0.01,0.56599,0.0,0.0,0.0,0.0,NZDUSD,MACD_Volatility_,
1066143816,1304874149,2025-11-06 08:29:10,1762417750667,0,0,0,1304874149,3,0.01,2.30779,0.0,0.0,0.0,0.0,GBPNZD,MACD_Volatility_,
1066147551,1304878434,2025-11-06 08:32:12,1762417932818,0,0,0,1304878434,3,0.01,201.03,0.0,0.0,0.0,0.0,GBPJPY,MACD_Volatility_,
1066149596,1304880669,2025-11-06 08:34:07,1762418047148,0,0,0,1304880669,3,0.01,0.65088,0.0,0.0,0.0,0.0,AUDUSD,MACD_Volatility_,
1066149664,1304880745,2025-11-06 08:34:11,1762418051459,0,0,0,1304880745,3,0.01,1.14989,0.0,0.0,0.0,0.0,AUDNZD,MACD_Volatility_,
1066150069,1304881175,2025-11-06 08:34:39,1762418079982,0,0,0,1304881175,3,0.01,0.52676,0.0,0.0,0.0,0.0,AUDCHF,MACD_Volatility_,
